author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/316983279/,Москва,sale,flat,2,9,3,73.0,-1,0,21500000.0,,бульвар Веласкеса,5к2,Прокшино,Испанские кварталы
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/313861778/,Москва,sale,flat,5,22,2,59.4,-1,0,21500000.0,Тропарево-Никулино,Никулинская ,19,Озёрная,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/309937194/,Москва,sale,flat,3,17,3,85.0,-1,0,21500000.0,Люблино,Белореченская ,6,Люблино,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/316772338/,Москва,sale,flat,5,5,3,59.7,-1,0,21490000.0,Щукино, Маршала Бирюзова,35К1,Октябрьское поле,
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/316450361/,Москва,sale,flat,18,25,2,58.0,-1,0,21580000.0,Очаково-Матвеевское,Большая Очаковская ,1,Аминьевская,Мичурино
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/315391674/,Москва,sale,flat,3,24,1,39.37,-1,0,21500000.0,Останкинский,,,Алексеевская,АйЛав ЖК
Владис,real_estate_agent,https://www.cian.ru/sale/flat/317201383/,Москва,sale,flat,30,33,3,71.0,-1,0,21990000.0,Метрогородок,Открытое шоссе,18Ак4,Бульвар Рокоссовского,Лосиноостровский парк
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/315461712/,Москва,sale,flat,3,34,2,61.0,-1,0,21999999.0,Очаково-Матвеевское,Очаковское шоссе,5к6,Аминьевская,Матвеевский парк
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/315796422/,Москва,sale,flat,19,19,1,39.0,-1,0,22000000.0,Покровское-Стрешнево,Волоколамское шоссе,71к2,Спартак,Город на Реке Тушино-2018
На Петровке,real_estate_agent,https://www.cian.ru/sale/flat/317021370/,Москва,sale,flat,4,29,2,60.4,-1,0,22000000.0,Можайский,переулок 2-й Петра Алексеева,5,Рабочий посёлок,Кутузов Град
Кремлёвские Ключи,real_estate_agent,https://www.cian.ru/sale/flat/315487434/,Москва,sale,flat,17,25,2,58.9,-1,0,22000000.0,Кунцево,Ярцевская ,33к2,Молодёжная,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/317508591/,Москва,sale,flat,2,5,3,70.1,-1,0,21999999.0,Коптево,бульвар Матроса Железняка,10,Коптево,
СЕДЬМОЕ НЕБО,real_estate_agent,https://www.cian.ru/sale/flat/317393511/,Москва,sale,flat,8,15,2,53.1,-1,0,22000000.0,Марфино,Большая Марфинская ,4к1,Улица Милашенкова,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/316493229/,Москва,sale,flat,3,14,2,69.5,-1,0,21900000.0,Коптево,Большая Академическая ,15К1,Красный Балтиец,
METRAGE,real_estate_agent,https://www.cian.ru/sale/flat/314942127/,Москва,sale,flat,8,24,3,50.0,-1,0,22000000.0,Западное Дегунино, Летчика Осканова,6,Верхние Лихоборы,Тринити-2
ФСК Агент,real_estate_agent,https://www.cian.ru/sale/flat/316333450/,Москва,sale,flat,2,5,2,54.7,-1,0,21950000.0,Даниловский,1-й Павелецкий проезд,1/42К1,Пролетарская,
Акрополь,real_estate_agent,https://www.cian.ru/sale/flat/316279719/,Москва,sale,flat,6,8,3,69.6,-1,0,21950000.0,Даниловский, Симоновский Вал,26К2,Дубровка,
Самолет Плюс Москва ЮГ,real_estate_agent,https://www.cian.ru/sale/flat/310554429/,Москва,sale,flat,2,17,3,73.8,-1,0,22300000.0,Крылатское,Осенний бульвар,20К1,Крылатское,
Парадайс,real_estate_agent,https://www.cian.ru/sale/flat/317117287/,Москва,sale,flat,4,8,2,63.0,-1,0,22500000.0,Лефортово,Танковый проезд,3,Серп и Молот,
ФСК Агент,real_estate_agent,https://www.cian.ru/sale/flat/303283404/,Москва,sale,flat,28,30,3,75.7,-1,0,22500000.0,Покровское-Стрешнево,Строительный проезд,9С9,Трикотажная,Sky Garden
Самолет Плюс Москва ЮГ,real_estate_agent,https://www.cian.ru/sale/flat/315623057/,Москва,sale,flat,1,5,2,65.9,-1,0,22700000.0,Академический,Большая Черемушкинская ,30К2,Академическая,
ЕСН,real_estate_agent,https://www.cian.ru/sale/flat/312628187/,Москва,sale,flat,4,5,3,72.0,-1,0,22650000.0,Тимирязевский,Астрадамская ,1К3,Гражданская,
Комета Эстейт,real_estate_agent,https://www.cian.ru/sale/flat/315130595/,Москва,sale,flat,27,27,3,77.2,-1,0,22700000.0,Нижегородский,Перовское шоссе,2к3,Нижегородская,Перовское 2
Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/317621326/,Москва,sale,flat,2,18,2,59.6,-1,0,22800000.0,Покровское-Стрешнево, Николая Озерова,2к1,Тушинская,Волоколамское шоссе
GENESIS BROKERS,real_estate_agent,https://www.cian.ru/sale/flat/314516647/,Москва,sale,flat,15,32,2,62.4,-1,0,22900000.0,Соколиная гора,проспект Буденного,51к1,Шоссе Энтузиастов,Золотая звезда
ID 130267679,homeowner,https://www.cian.ru/sale/flat/316642368/,Москва,sale,flat,3,5,3,78.3,-1,0,22750000.0,Нижегородский,Смирновская ,6,Калитники,
НДВ,real_estate_agent,https://www.cian.ru/sale/flat/314748965/,Москва,sale,flat,3,12,2,62.4,-1,0,23230000.0,Кунцево,Истринская ,5,Молодёжная,
Кремлёвские Ключи,real_estate_agent,https://www.cian.ru/sale/flat/316059080/,Москва,sale,flat,16,17,2,51.8,-1,0,23000000.0,Нагатино-Садовники,Высокая ,12,Коломенская,
Новь,official_representative,https://www.cian.ru/sale/flat/317496508/,Москва,sale,flat,3,8,2,54.4,-1,0,23000000.0,Гагаринский,Ленинский проспект,45,Ленинский проспект,
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/315608409/,Москва,sale,flat,2,29,1,42.2,-1,0,23200000.0,Лефортово, Крузенштерна,10к1,Авиамоторная,Символ
ВСЕ НАЧИНАЕТСЯ С МЕЧТЫ,real_estate_agent,https://www.cian.ru/sale/flat/317314626/,Москва,sale,flat,36,44,3,64.9,-1,0,23300000.0,Покровское-Стрешнево,Строительный проезд,9С9,Трикотажная,Sky Garden
Кремлёвские Ключи,real_estate_agent,https://www.cian.ru/sale/flat/314115343/,Москва,sale,flat,5,5,3,93.4,-1,0,23490000.0,Коптево,Коптевская ,83К2,Коптево,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/317001825/,Москва,sale,flat,24,54,2,61.4,-1,0,23900000.0,Покровское-Стрешнево,Волоколамское шоссе,95/2к7,Трикотажная,City Bay
Isaev Estate,real_estate_agent,https://www.cian.ru/sale/flat/315100086/,Москва,sale,flat,22,49,2,42.0,-1,0,23700000.0,Хорошево-Мневники, Генерала Глаголева,14Ак1,Народное Ополчение,CRYSTAL Трилогия
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/316106135/,Москва,sale,flat,6,20,1,36.2,-1,0,23800000.0,Даниловский,проспект Лихачева,12к2,Технопарк,Квартал на набережной NOW
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/317723015/,Москва,sale,flat,3,22,2,57.2,-1,0,23990000.0,Фили-Давыдково, Герасима Курина,16,Славянский бульвар,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/317713232/,Москва,sale,flat,3,5,2,58.0,-1,0,24000000.0,Можайский,Можайское шоссе,11,Кунцевская,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/316707751/,Москва,sale,flat,22,32,1,30.1,-1,0,23990000.0,Пресненский,Шмитовский проезд,39к8,Москва-Сити,Headliner
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/315643090/,Москва,sale,flat,20,25,2,61.3,-1,0,24000000.0,Фили-Давыдково,Кастанаевская ,65,Кунцевская,
ФСК Агент,real_estate_agent,https://www.cian.ru/sale/flat/315640666/,Москва,sale,flat,11,44,2,67.2,-1,0,23990000.0,Покровское-Стрешнево,Строительный проезд,9,Трикотажная,Sky Garden
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/317701946/,Москва,sale,flat,1,17,3,74.4,-1,0,24000000.0,Крылатское,Осенний бульвар,10К1,Крылатское,
ФСК Агент,real_estate_agent,https://www.cian.ru/sale/flat/316499611/,Москва,sale,flat,15,29,1,40.9,-1,0,24250000.0,Хорошево-Мневники,Шелепихинская набережная,40к3,Шелепиха,Sydney City
НДВ,real_estate_agent,https://www.cian.ru/sale/flat/317165066/,Москва,sale,flat,5,12,2,45.1,-1,0,24500000.0,Замоскворечье,3-й Монетчиковский переулок,17,Павелецкая,
АЯКС,real_estate_agent,https://www.cian.ru/sale/flat/316921009/,Москва,sale,flat,12,45,1,48.0,-1,0,24490000.0,Хорошево-Мневники,к2/2,к2/2,Шелепиха,Сидней Сити ЖК
Самолет плюс Троицк,real_estate_agent,https://www.cian.ru/sale/flat/314995500/,Москва,sale,flat,2,8,2,51.9,-1,0,24500000.0,Пресненский, 1905 года,3,Улица 1905 года,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/317780317/,Москва,sale,flat,19,25,2,59.8,-1,0,24490000.0,Метрогородок,Тагильская ,2к1,Бульвар Рокоссовского,Сиреневый парк
ДомGo Premium,real_estate_agent,https://www.cian.ru/sale/flat/312102112/,Москва,sale,flat,9,19,1,38.3,-1,0,24500000.0,Щукино, Расплетина,2к1,Октябрьское поле,Театральный квартал
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/313023435/,Москва,sale,flat,16,30,3,55.0,-1,0,24699000.0,Южнопортовый,Волгоградский проспект,32/3к6,Угрешская,Метрополия
ФСК Агент,real_estate_agent,https://www.cian.ru/sale/flat/317065635/,Москва,sale,flat,5,39,1,41.4,-1,0,24850000.0,Ростокино, Вильгельма Пика,1,Ботанический сад,Режиссёр
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/317569862/,Москва,sale,flat,18,30,1,40.3,-1,0,25000000.0,Ховрино, Дыбенко,7/1,Ховрино,Discovery Park
Самолет Плюс Москва,real_estate_agent,https://www.cian.ru/sale/flat/316407915/,Москва,sale,flat,7,10,3,73.9,-1,0,24990000.0,Бескудниковский,Бескудниковский бульвар,50/1,Яхромская,
GENESIS BROKERS,real_estate_agent,https://www.cian.ru/sale/flat/316561371/,Москва,sale,flat,12,12,3,75.4,-1,0,25000000.0,Марьино,Братиславская ,8,Братиславская,
АЯКС,real_estate_agent,https://www.cian.ru/sale/flat/317704139/,Москва,sale,flat,25,30,1,41.5,-1,0,24999999.0,Хорошево-Мневники,Шелепихинская набережная,40к3,Шелепиха,Sydney City
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/303849492/,Москва,sale,flat,9,17,3,76.5,-1,0,24999999.0,Москворечье-Сабурово, Борисовские Пруды,25К1,Борисово,
ZAPAD REALTY - офис Маршала Жукова,real_estate_agent,https://www.cian.ru/sale/flat/317469650/,Москва,sale,flat,19,19,2,42.0,-1,0,24900000.0,Басманный,Малая Почтовая ,12,Бауманская,MYPRIORITY Basmanny
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/297949006/,Москва,sale,flat,3,13,1,37.0,-1,0,25000000.0,Хорошево-Мневники, Нижние Мневники,,Терехово ,Остров
Landis,real_estate_agent,https://www.cian.ru/sale/flat/317293154/,Москва,sale,flat,6,12,1,41.1,-1,0,25000000.0,Даниловский, Мустая Карима,12,Технопарк,WOW
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/316282341/,Москва,sale,flat,3,14,2,42.0,-1,0,24900000.0,Лефортово,проезд Шелихова,1к1,Серп и Молот,Символ
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/317668071/,Москва,sale,flat,20,37,2,51.8,-1,0,25900000.0,Очаково-Матвеевское,,,Аминьевская,Левел Мичуринский ЖК
RED,real_estate_agent,https://www.cian.ru/sale/flat/317504729/,Москва,sale,flat,14,33,3,91.0,-1,0,25800000.0,Южное Бутово, Поляны,5Ак2,Улица Скобелевская,Столичные поляны
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/316577142/,Москва,sale,flat,3,6,2,52.0,-1,0,26000000.0,Гагаринский,Ленинский проспект,66,Вавиловская,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/317623774/,Москва,sale,flat,6,22,2,47.4,-1,0,25999999.0,Хорошево-Мневники,3-я Хорошевская ,27к3,Октябрьское поле,Хорошевский
